Oscars Year,Film Year,Actors,Gender,Played Off,Award,Speech
2011,2010,0,0,1,Best Picture,"Wow. What an incredible, incredible honor. What an amazing year for film, and to be with those other films in that category is just absolutely incredible. Tom Hooper, you put so much passion and love into every frame of this film. Thank you directing the film. To our acting royalty, Colin, Geoffrey, Helena, thank you so much for saying yes. To our amazing best of British crew, so amazing to share the stage with you tonight. And to my parents, and to my boyfriend Ben, you help me every day do what I do. Thank you. To have been part of a film that's touched and moved people so much all around the world has been just a huge privilege and we're indebted to everyone standing behind us. And, you know, our financiers took a huge risk on this film. It's not an obvious film to back. To our distribution partners, The Weinstein Company, Harvey and Bob Weinstein, Momentum Pictures and Transmission Films, for your passion and commitment to this film. The UK Film Council, Aegis Film Fund, Molinare, FilmNation, thank you to all our financiers. And personally, to my wife Caroline and my parents, Brian and Gene, for your love and support. My little boys, Milo, Zack*, and Cy*. Thank you so much. Thank you. Oh, I'll be really, really quick. Sorry. Just a massive thank you to the UK Film Council for supporting this film and David Seidler for trusting us with his heartfelt story. Rosie, I love you. Simon, thank you for supporting me over the years. But mostly, thank you, Academy, this is a boyhood ambition come true tonight."
2011,2010,0,0,0,Short Film (Animated),"Wow, this is quite surreal. Our film is about a creature that nobody pays any attention to, so this is wonderfully ironic. The award really goes to our producer, Sophie Byrne, the true champion of this project for the past ten years, alongside Andrew and our splendid animation team of Leo Baker and Tom Bryant. The Oscar also goes to John Kassab, Michael Yezerski, Adrian Medhurst, Tim Minchin, Screen Australia, and everybody who's supported us with such generosity and patience. Many thanks to our families and friends. To my wife Inari, minä rakastan sinua. And to Perth and Melbourne, this one's for you, too. Thank you. Very quick one. Just say I love my wife, Jennifer Nadel, who's out there, and my business partner and great friend, Jonathan Battsek, and everybody at Passion Pictures. And this is dedicated to all lost things everywhere. Thank you. Thanks, Academy."
2011,2010,0,0,0,Short Film (Live Action),"I should have gotten a haircut. Hey, everybody. Thanks to the Academy for this amazing honor. I need to salute my fellow nominees: Tanel, Michael, Ian, and Ivan. I invite the world to check out these films. You can find them on iTunes. I think you're going to love them. Also, thanks to everyone at NYU's graduate film program: First among them Bobby Webster, my cinematographer, Gigi Dement, Stefanie Walmsley, Ryan Silbert, Steve Dypiangco. My actors: Marian Brock, Chris Hirsh, Emily Young. Also Levi Abrino, Rob Meyer, Casey Smith, Nick Ordway, the rest of the crew which I'll thank on like the ThankYou Cam or something they do after that, everyone at Paradigm, Ouat Media. Finally, my mother, who did craft services for the film, my dad, the great state of Delaware, and last but not least, my brilliant composer and the love of my life: Sasha Gordon, you're my dream come true."
2011,2010,0,0,0,Sound Editing,"I owe this a thousand percent to Chris Nolan. As artists and craftspeople it's all about the opportunities we get and I just want to thank you, Chris, wherever you are, for making great movies and inviting me along for the ride. I want to thank Lee Smith; Emma Thomas; my sound editing crew, who I share this award with; Lora, Gary, and Ed, who were just here; and all my love to my wife Sue and my son Sam. Thank you."
2011,2010,0,0,0,Sound Mixing,"Oh my gosh, this is, this is unbelievable. Thank you. Thank you to all the Academy voters. Thank you to our family and our wonderful wives: Susan, Laura and Jennifer. We need to thank everybody at Warner Bros. post production, and we need to thank all the hardworking boom operators and utility sound people that worked on the production crew. Union, of course. We need to, you know, we really, we share this award with Lee Smith, with Richard King, with Michael Babcock, with Alex Gibson, Alan Meyerson, Hans Zimmer, and of course the mighty Christopher Nolan. Chris is the architect with this soundtrack in every way. He is the creative force behind every decision that we made and so this is as much of a win for him as it is for us. So congratulations, Chris. And thank you very much."
2011,2010,0,0,0,Visual Effects,"Well, it feels like that top is still spinning, but I don't really care anymore. Thank you very much, Chris, Emma, Warner Bros. Thank you to my producers, Matt Plummer and Mike Chambers. Thank you to the brilliant visual effects team at Double Negative back in London, and to my amazing wife and our wonderful kids, my mum and dad back in Cheshire, and to the Academy for this. I just want to share this with my amazing special effects teams in Los Angeles, Canada, France, Morocco, and my great crew in the UK. And also to their families for their support, especially my wife Lynne and the kids. Great. Thank you."
2011,2010,0,0,0,Writing (Adapted Screenplay),"Thank you. It's impossible to describe what it feels like to be handed the same award that was given to Paddy Chayefsky thirty-five years ago for another movie with ""network"" in the title. His was an original screenplay; this is an adaptation of a book by Ben Mezrich, so I'm accepting this on his behalf as well. There are a lot of people who've worked hard in my corner for a long time and it seems like the right moment to thank them: my assistant Lauren Lohman; my researcher Ian Reichbach; my long suffering press rep, Joy Fehily, and all the women of Prime; Rich Heller, Bill Tanner, Andy Forshay*; my agents Ari Emanuel and Jason Spitz, who never blow my cover and reveal that I would happily do this for free; and my mom and dad, who made a life for me where I get to be a part of nights like this. I wrote this movie but David Fincher made this movie, and he did it with an ungodly artfulness. Someone this talented has no business being the nicest guy in the world, but he is, and he made the movie of any screenwriter's dreams. He had help from Amy Pascal, Michael Lynton and everyone at Sony whose only mandate was to make it good. From Dana Brunetti, Ceán Chaffin, Mike De Luca, and America's best living film producer, Scott Rudin. And from Jesse Eisenberg, Andrew Garfield, Justin Timberlake, Armie Hammer, Armie Hammer again, Rashida Jones, Rooney Mara, and a cast and crew that followed their leader's example: that good enough was never good enough. This movie is going to be a source of pride for me every day for the rest of my life. That is an un-repayable gift. All I can say is thank you. Roxy Sorkin, your father just won the Academy Award. I'm gonna have to insist on some respect from your guinea pig. Thank you very much."
2011,2010,0,0,0,Writing (Original Screenplay),"The writer's speech, this is terrifying. My father always said to me I would be a late bloomer. I believe I am the oldest person to win this particular award. I hope that record is broken quickly and often. I'd like to thank my daughter Maya and my son Marc for having faith in their dad as I have faith in you. And I would like to thank my producers, my director, my cast... there's so many people and they're saying wrap up now; I'm sorry. I would like to thank Her Majesty the Queen for not putting me in the Tower of London for using the Melissa Leo f-word. And I accept this on behalf of all the stutterers throughout the world. We have a voice, we have been heard thanks to you, the Academy."
2012,2011,1,0,0,Actor in a Leading Role,"Thank you. Oui! I love your country. Thank you to the Academy. It’s funny because in 1929 it wasn’t Billy Crystal, but Douglas Fairbanks who hosted the first Oscar ceremony. Tickets cost five dollars and it lasted 15 minutes. Times have changed. So thank you Douglas Fairbanks. Yes Melissa, your grandfather’s spirit and joie de vivre inspired me for this role. And so many of you here tonight have inspired me. Thank you Michel, thank you for this incredible gift. Thank you my wonderful partner Bérénice Bejo. Thank you the wonderful cast and crew. My wife, I love you. Kisses Simon, Jules, Chloe. And if George Valentin could speak, he’d say, Wow! Putain, genial, merci, formidable, merci beaucoup. I love you."
2012,2011,1,0,0,Actor in a Supporting Role,"You’re only two years older than me darling, where have you been all my life? I have a confession to make, when I first emerged from my mother’s womb, I was already rehearsing my Academy thank you speech. But it was so long ago, mercifully for you, I’ve forgotten it. But I haven’t forgotten who to thank. The Academy, of course, for this extraordinary honor and my fellow nominees: Kenneth, Nick, Jonah, dear Max, I’m so proud to be in your company. And of course I wouldn’t be here at all if it weren’t for Michael Mills and his enchanting film, “Beginners,” and my screen partner of course, Ewan McGregor, that superb artist, who I would happily share this award with if I had any decency, but I don’t. To all the producers, at Olympus Films especially, Leslie Urdang and Miranda de Pencier. All the people at Focus for their tremendous generosity and support, and not to mention my, haha, little band of agents provocateurs: Lou Pitt and his wife Berta, Carter Cohn, Pippa Markham, Perry Zimel, who’ve tried so hard to keep me out of jail, my daughter Amanda who always makes me proud and lastly, my long-suffering wife, Elaine, who deserves the Nobel Peace Prize for coming to my rescue every day of my life. Thank you so much."
2012,2011,1,1,0,Actress in a Leading Role,"Oh my god. Oh c’mon. Alright. Thank you so much. Thank you, thank you. When they called my name I’d had this feeling I could hear half of America going “oh no…oh c’mon…why…her…again?” But whatever. First I’m going to thank Don because when you thank your husband at the end of the speech they play him out with the music and I want him to know that everything I value most in our lives you’ve given me. And now secondly, my other partner: 37 years ago, my first play in New York City I met the great hairstylist and makeup artist Roy Helland and we worked together pretty continuously since the day we clapped eyes on each other. His first film with me was “Sophie’s Choice” and all the way up to tonight when he won for his beautiful work in “The Iron Lady,” 30 years later, every single movie in between. And I just want to thank Roy but also I want to thank – because I really understand I’ll never be up here again – I really want to thank all my colleagues, all my friends, I look out here and I see my life before my eyes, my old friends, my new friends and really this is such a great honor but the thing that counts the most with me is the friendships and the love and the sheer joy we have shared making movies together. My friends, thank you, all of you, departed and here for this inexplicably wonderful career. Thank you so much. Thank you."
2012,2011,1,1,0,Actress in a Supporting Role,"Oh, thank you! Thank you, Academy, for putting me with the hottest guy in the room. I have to thank my families. My family in Alabama, the state of Alabama… um… my L.A. family, watching at Steven’s or at Gada, my ‘Help’ family, ‪Tate, Brunson, Kathryn, Allison Janney‬, thank you for being in my life. I share this with everybody. Thank you Steven Spielberg for changing my life, thank you Stacey Snider for changing my life. Please wrap up, I’m wrapping up. I’m sorry, I’m freakin’ out. Thank you world! Oh God, and thank you to WME, and Viewpoint L.A. I’m sorry guys, thank you, I love you."
2012,2011,0,0,0,Animated Feature Film,"Thank you so much, this is crazy. Someone asked me if this film was for kids and, I don’t know, but it was certainly created by a bunch of grownups acting like children and we just had the best time. I want to thank the real-world chameleon, Mr. Johnny Depp, and the entire cast for coming out and playing. To the artists, “Crash” McCreery, Jim Byrkit, Hal Hickel, Tim Alexander, John Knoll, everybody at BlindWink and ILM who put so much passion into every frame, and to the early believers: John Logan, Graham King, Brad Grey, and everyone at Paramount who really let us try something different. And to my beautiful wife and my family who inspire me every day with their smiles and laughter. It doesn’t get any better than this, thank you."
2012,2011,0,0,0,Art Direction,"Thank you to the Academy for this prestigious award. A great thank you goes to the producer Graham King and Tim Headington, to all my art department, but the most of all my very special thank you to a eccezionale director who guide us though this wonderful journey: Martin Scorsese. Thank you, thank you, thank you very much. Grazie, Martin."
2012,2011,0,1,0,Art Direction,This is for Martin and for Italy.
2012,2011,0,0,0,Cinematography,"I can’t believe somebody put cinematography up first because it can only go up from this point. I want to thank you all. Marty, you’re a genius as usual and Graham, sticking in there all the way. I’d love to thank Ian, Chris, Gregor, Kanchan, Maya, Beauty, you’re all my family. And to all the past, future and present filmmakers, this is for you."
2012,2011,0,0,0,Costume Design,"Wow, this is thrilling. I want to thank Michel Hazanavicius for making a beautiful film and having me along for the ride, Thomas Langmann for believing in the film and getting the resources together to make it, and Harvey Weinstein and The Weinstein Company for getting it out to the world. I want to thank my wonderful crew and…you know, I was just a kid from Niagara Falls who dreamed, ate, and slept movies and so I want to thank the Academy for this honor and for making a lifelong dream come true. Thank you."
2012,2011,0,0,0,Directing,"Yes, thank you. Thank you very much. I have an Oscar. I forgot my speech. Okay, I am the happiest director in the world right now. Thank you for that. Thank you the Academy, thank you all of you. I want to thank my beloved producer Thomas Langmann. Thank you. I want to thank The Harvey Weinstein Company, ok. I want to thank the cast, Jean, Bérénice, you know, thank you. James Cromwell, John Goodman, Missi Pyle, Penelope, all of you, Malcolm McDowell. Thank you very much. I want to thank all the crew. I want to thank Uggie, the dog, I think he doesn’t care. I’m not sure he understand what I say. He’s not that good, but thank you. I want to thank the financier, the crazy person who put money in that movie. I want to thank the people who helped that movie like Thierry Frémaux, or Paul Rassam, [French], thank you. And also I want to thank the movie, because the movie, since this movie has been made, its life is full of grace and it brings to us joy and happiness and sometimes life is wonderful and today is one of these days. Thank you for giving it to me. Thank you very much. Thank you."
2012,2011,0,0,1,Documentary (Feature),"This is ridiculous. Wow, okay, we want to thank the Academy for this honor. A year ago today we were sitting in our editing room, depressed thinking nobody was ever going to see this movie and a friend said, “don’t worry, next year you’ll be at the Oscars” and we said, “you’re an idiot.” So we’d like to take this opportunity to apologize to him and say you’re a lot smarter than we thought. We want to share this award with our fellow producers Ed Cunningham, Glen Zipper, and Seth Gordon. If they didn’t believe in us, we would not be standing here today. Thank you so much. We would also like to acknowledge our fellow nominees. They have inspired us in so many ways. They should be up here with us, actually that would be fucking awesome. Documentary! We also are extremely indebted to our friends and family, without them and their support over the years there’s no way that we would be able to do this. Harvey Weinstein, The Weinstein Company, Nigel Sinclair, Spitfire. Ralph Zipper and Zipper Bros Films, Chris Miller, Tom Powers…"
2012,2011,0,1,0,Documentary (Short Subject),"Daniel and I want to dedicate this award to all the heroes working on the ground in Pakistan including Dr. Mohammad Jawad who’s here with us today, the plastic surgeon working on rehabilitating all these women, Rukhsana and Zakia who are our main subjects of the film whose resilience and bravery in the face of such adversity is admirable, and to all the women in Pakistan who are working for change, don’t give up on your dreams. This is for you."
2012,2011,0,0,0,Documentary (Short Subject),"Well, it’s more important that the Pakistani on the stage speak instead of me, but I just quickly want to simply thank HBO, Sheila Nevins, Lisa Heller for making this film possible, my wife Erin and our editor Davis, but please, please, Sharmeen, speak."
2012,2011,0,0,0,Film Editing,"We weren’t expecting this. No. I’d like to thank the Academy. We’re missing some very important people up here with us: primarily David, who’s not here tonight, but Céan and Steven Zaillian and Scott Rudin. There’s the Roons…miss the black tonight. All the cast, and…God this is unbelievable. Let’s get out of here. We’re editors so thank you."
2012,2011,0,0,0,Foreign Language Film,"I would like to thank the Academy and Sony Pictures Classics and my dear friends Michael Barker and Tom Bernard. [speaks in Farsi] At this time many Iranians all over the world are watching us and I imagine them to be very happy. They are happy not just because of an important award or a film or a filmmaker, but because at the time when talk of war, intimidation, and aggression is exchanged between politicians the name of their country, Iran, is spoken here through her glorious culture, a rich and ancient culture that has been hidden under the heavy dust of politics. I proudly offer this award to the people of my country, the people who respect all cultures and civilizations and despise hostility and resentment. Thank you so much."
2012,2011,0,0,0,Makeup,"Thank you Academy and thank you to my colleague on “The Iron Lady” Mark Coulier, without whose brilliant prosthetics I wouldn’t be standing here this evening. Thanks Meryl, for keeping me employed for the last 37 years. Your brilliance makes my work look good no matter what. I’m a child of the Saturday and Sunday double-double features so getting to work in the movies is a dream come true. Thank you. I’d just like to say what an amazing experience. Thanks to Meryl, you were incredible. And just a quick thank you to Barrie Gower and Stephen Murphy and my kids Isabelle, Ethan and my wife Amanda and my dad. Thank you guys."
2012,2011,0,0,0,Music (Original Score),"Wow, I want to pay, first of all, a tribute for the power of the music and I want to thank you and pay tribute to my co-nominees Mr. Williams, Mr. Shore, and Mr. Iglesias. And Hans Zimmer is downstairs, he refused to submit to this year’s, so I thank you for your chair Hans Zimmer. I don’t know if you can see him. Thank you [unintelligible] and all the musicians tonight for the wonderful show. Can I have ten seconds more, Hans? Sorry, I have a little speech. I’d like to thank the Academy; with this Oscar you have given a man a special honor. And to all of you, please accept me because I’ve got so much love to give. I’ve got so much love to give to you, my wife Sara is there, [French]. Thank you for all. Thank you, Michel."
2012,2011,0,1,0,Music (Original Song),"Wow, thank you Academy. I grew up in New Zealand watching “The Muppets” on TV. I never dreamed I’d get to work with them. And I was genuinely starstruck when I finally met Kermit the Frog. But once you get to know him, he’s just a normal frog. And like many stars here tonight, he’s a lot shorter in real life. Just a few jokes. Okay, I’d like to thank everyone who worked with me on the film especially James Bobin, for doing such a perfect job of bringing the song to life on screen; Mickey Petralia, for getting such a sweet sound; Disney, for making movies with songs in them; my wife Hannah, our two kids Vita and Leo, for all their love and support; my friends and family at home, especially my parents for never telling me to get a real job; and finally Jim Henson and his original team for creating the magical world of the Muppets. It’s a true honor to work the shadows of such legends. Thank you."
2012,2011,0,0,0,Best Picture,"I want to say thank you from the bottom of my heart. To you members of the Academy, to you Harvey, not only because we received tonight the award that any filmmaker would ever dream to receive, but because you’re offering me tonight the opportunity to pay tribute to a member of this Academy that I miss so much, the Oscar winner Claude Berri. And he directed movies like “The Two of Us,” “Jean de Florette” and produced and worked with directors such as Francis Ford Coppola, Milos Forman, Pedro Almodovar, Roman Polanski. And I always thought and remember, will I ever one day be able to work with such director? Director that could stand in front of these example. And tonight I know I do because I am the producer of Michel Hazanavicius. And I am glad to be his producer. Okay thank you. I’d like to say very, very important things. I want to say hi to my kids and it’s six in the morning in Paris so you should go to bed in thirty seconds. I want to say to my wife, Bérénice Bejo, who’s here that I love you, but it’s not just that, it’s about the movie. You inspired the movie and you’re the soul of the movie and the positive feeling of the movie. Thank you for being this in the movie and in my life. And I want to thank three person: I want to thank Billy Wilder. I want to thank Billy Wilder. And I want to thank Billy Wilder. Thank you very much."
2012,2011,0,0,0,Short Film (Animated),"Like look, we’re just these two, like swamp rats from Louisiana and this is incredibly grand. We love the movies. We love the movies more than anything. It’s been a part of our lives since we were both kids. It’s been a part of our DNA ever since we were children and it’s made us storytellers. And there’s guys, there’s thousands of men and women through the whole generations since the beginning of cinema that have inspired us and movies that moved us more than we ever knew you could be moved. And it’s everything we try to do every day is to honor those people and those films and we’re just down there in Louisiana and we’re going to keep on trying and going and thank you to the Academy. Thank you our wives, thank you our families. Especially my kids. The Academy. And Elizabeth and you guys. Thank you!"
2012,2011,0,0,0,Short Film (Live Action),"Thanks, this is my daughter, the producer. I want to thank the Academy. Now I don’t have to wait for her wedding to tell the world how brilliant she is. Our little film was inspired by the people of Northern Ireland, Protestant and Catholic, who after 30 years of war, sat down, negotiated a peace, and proved to the world that the Irish are great talkers. I want to dedicate this to them. And thank you again. Thank you very much."
2012,2011,0,0,0,Sound Editing,"You go. No, “Hugo.” I’d like to thank the members of the Academy; my crew back in New York City, you know who you are; Thelma, whose indefatigable work ethic is an inspiration to all of us; and Marty, thank you so much for yet another opportunity to work on an “other” great film. Thank you so much. I just want to thank everybody who’s here tonight and everybody who isn’t and everybody who’s ever been born or may be born or be born again or reborn. If I’ve forgotten anybody then you probably know who you are. I specifically want to thank Graham King and Tim Headington, my wife Gail, my daughter Julia, Thelma, Marty, I love you guys, thank you."
2012,2011,0,0,0,Sound Mixing,"Wow, this is an incredible honor. Thanks to the Academy; thanks to Graham King and Tim Headington for producing “Hugo”; many thanks to my fellow nominees who inspire me and you do inspire me for years; Marty and Thelma, what a joy and privilege it’s been to work with you; and my wife Priscilla for her unending love and support. Everyone back in New York at Soundtrack and C5. Thank you to Dede Allen and Dick Vorisek, you couldn’t be here tonight but I know you are both smiling. This is such an honor, thank you so much. Thank you to my crew, Mike and Charlotte, and thank you so much to Martin Scorsese. Thank you."
2012,2011,0,0,0,Visual Effects,"Well, I didn’t expect this. I know it’s a huge thrill to be nominated, but it’s awesome to win and it’s really underrated. I really wouldn’t be here for not for the genius of Martin Scorsese. It’s an epic thrill to work on a movie with Marty and especially this particular movie and the incredible collaborators all of which are nominated here tonight. And by the grace of hundreds of artists all over the world working thousands and thousands of hours, we’re here standing up there and we appreciate that and we want to thank the Academy for recognizing them. And thank you to our producers for giving us the go-ahead to do what we did, and Graham and Tim and Paramount and everyone."
2012,2011,0,0,0,Writing (Adapted Screenplay),"This is Jim and this is Nat. i'm Alexander. We bow to our fellow nominees. Stop the counter. Thank you. We bow to our fellow nominees. We want to thank Fox Searchlight, producer Jim Burke for all of their good works. We share this with George Clooney and the rest of the cast for interpreting this so generously. We also share it in particular with Kaui Hart Hemmings, our beautiful Hawaiian flower for her novel. And on a brief personal note if i may, my mother is here with me from Omaha. Hold the applause. And after watching the show a few years ago she made me promise that if I ever won another Oscar I had to dedicate it to her just like Javier Bardem did with his mother. So Mom, this one's for you. [Hawaiian] And thanks for letting me skip nursery school so we could go to the movies."
2012,2011,,,,Writing (Original Screenplay),
2013,2012,1,0,0,Actor in a Leading Role,"I really don't know how any of this happened. I do know that I've received so much more than my fair share of good fortune in my life and I'm so grateful to the Academy for this beautiful honor. It's a strange thing because three years ago, before we decided to do a straight swap, I had actually been committed to play Margaret Thatcher... and Meryl was Steven's first choice for Lincoln. And I'd like to see that version. And Steven didn't have to persuade me to play Lincoln but I had to persuade him that perhaps, if I was going to do it, that ""Lincoln"" shouldn't be a musical. My fellow nominees, my equals, my betters, I'm so proud to have been included as one amongst you. When we got married sixteen years ago – or since we got married sixteen years ago – my wife Rebecca has lived with some very strange men. I mean they were strange as individuals and probably even stranger if taken as a group. But luckily she's the versatile one in the family and she's been the perfect companion to all of them. I'd like to thank Kathy Kennedy, our producer, and through you, Kathy... and through you, our mighty team of co-conspirators. At the apex of that human pyramid there are three men to whom I owe this and a great deal more: Tony Kushner; our beloved skipper Steven Spielberg; and the mysteriously beautiful mind, body and spirit of Abraham Lincoln. For my mother. Thank you so much."
2013,2012,1,0,0,Actor in a Supporting Role,"Thank you. Thank you so much. Mr. De Niro, Mr. Arkin, Mr. Hoffman and Mr. Jones: my respect. My unlimited gratitude goes to ""Dr. King Schultz."" That is, of course, to his creator and the creator of his awe-inspiring world – Quentin Tarantino. And I thank Jamie Foxx and Leo DiCaprio, Sam Jackson and Kerry Washington. I thank Harvey Weinstein and Amy Pascal, Stacey Sher, Reginald Hudlin and Pilar Savone. I thank Adam Schweitzer, Lisa Kasteler. And I thank my friends Jeff Dashnaw and Bill Clark who saved my neck. We participated in a hero's journey – the hero here being Quentin. And you scaled the mountain because you're not afraid of it. You slay the dragon because you're not afraid of it. And you cross through fire because it's worth it. I borrowed my character's words. Sorry; couldn't resist. Thank you."
2013,2012,1,1,0,Actress in a Leading Role,"Thank you. You guys are just standing up because you feel bad that I fell and that's really embarrassing, but thank you. This is nuts. Thank you to the Academy and thank you to the women this year. You were so magnificent and so inspiring, and not just those of you in my category. And it has been so amazing getting to know you. And you've been so nice and you've made this experience unforgettable. And thank you to the best producing team: Bruce, Donna, Jon. And to my team at CAA and I/D PR. And Bradley, and our entire cast – Chris, Jacki, Bob – and our crew. And my family. Happy birthday, Emmanuelle. Thank you so much. Thanks."
2013,2012,1,1,0,Actress in a Supporting Role,"It came true. Thank you so much to the Academy for this and for nominating me with Helen Hunt, Jacki Weaver, Amy Adams and Sally Field. I look up to you all so much and it's just been such an honor. Thank you. There are so many people whose generosity and support is the reason that I'm standing here right now. I must thank Hugh Jackman. Hugh, you're the best. The cast, the crew, especially Simon Hayes and the sound wizards. Congratulations on tonight, you guys. The creative team behind ""Les Misérables"": Cameron Mackintosh, Tom Hooper; from Working Title: Eric Fellner, Tim Bevan, Debra Hayward; and from Universal: Ron Meyer, Donna Langley and Adam Fogelson. Thank you, guys, for your faith and thank you for this opportunity. I have to thank my team, led by the lionhearted Suzan Bymel. Josh Lieberman, Mick Sullivan, Maha Dakhil… Please say I just said everyone. Josh Lieberman again, just to be safe. Stephen Huvane, Jason Sloane and special contributions by Frank Selvaggi and Kerry Wagner. I want to thank my friends, especially the ones who are cheering from Crosby Street tonight. My family, who I'm so blessed to be a part of. My husband. By far and away, the greatest moment of my life is the one when you walked into it. I love you so much. And thank you for this. Here's hoping that someday in the not too distant future the misfortunes of ""Fantine"" will only be found in stories and nevermore in real life. Thank you."
2013,2012,0,0,0,Animated Feature Film,"I just happened to be wearing the kilt; I didn't plan any of this. I'd like to thank the Academy for this incredible honor. Making a movie has its own story. I'd like to thank John Lasseter, Ed Catmull, Jim Morris, Andrew Stanton, Pete Docter, Brenda Chapman, Katherine Sarafian for making the making of ""Brave"" an exceptional story. My wife and my four kids: Maeve, Jack, Paden and Ford."
2013,2012,0,1,0,Animated Feature Film,"I'd like to give a shout-out to my wonderful, strong, beautiful daughter Emma, who inspired ""Brave"" into being. So thank you to her and my husband, and our incredible cast and crew. Thank you."
2013,2012,0,0,0,Art Direction,"I'm very much not prepared for this. Jim Erickson, who's the set decorator, shares this honor. And all of us who worked on this movie of ""Lincoln,"" I think in our own ways tried to be worthy of a legacy that's way beyond all of us. Especially Steven and Kathy and Tony and Sally, but of course, Daniel, who actually convinced us that he was Lincoln. And the legacy that I think that he personified for all of us goes to our heart and it's worth far more than any gold that any of us could ever have. And I just thank you. And I love my wife, Adele."
2013,2012,0,0,0,Cinematography,"Gee, wow. This movie was quite a beast to make. We did it, and the thing what I had was so much, was so many great... just that everyone just was really, totally there and supportive. I mean, I was really into, you know, Ang and the beautiful world that we... It was like one challenge. When you're a cinematographer and there's like one thing that just kind of... when you just have your eyes and you just kind of go up and up and up and up and up, and you just kind of reach this thing. Then you get really excited. There's exciting scenes for me that I love, like the candles and the things that we did that was nuts. Ah, Jesus... but it was really great. And I'd like to thank everyone that made this thing totally possible. The Academy, Fox... and oh my God I can't even speak. I know, wrap up now, the whole thing. Yeah, but I'd like to thank my wife, my daughter's up there. And... everyone, thank you so much."
2013,2012,0,1,0,Costume Design,"Thank you to the Academy. This is absolutely overwhelming. And I'd like to accept it on behalf of the great team that worked with me on ""Anna Karenina""; a wonderful director, Joe Wright; fantastic producers at Working Title. And my children, for bearing with me. They're completely oblivious to this; they're fast asleep in England. Thank you very much."
2013,2012,0,0,0,Directing,"Thank you. Thank you so much. Thank you, movie god. I really need to share this with all three thousand, everybody worked with me on ""Life of Pi."" I want to thank you for… I really want to thank you for believing this story and share this incredible journey with me. I need to thank Yann Martel for writing this incredible, inspiring book. Everyone at Fox, thank you for taking the leap with me, especially Tom Rothman, Jim Gianopulos and Elizabeth Gabler. My producers: Gil Netter, David Womark, David Lee. Wonderful cast. Suraj, where are you? You're a miracle. He's playing the young ""Pi,"" carrying the movie. Every one of you in the cast... I cannot waste this time talking about them... I really... you're the golden statue in my heart. I cannot make this movie without the help of Taiwan. We shot there. I want to thank everybody there helped us, especially the city of Taichung. My Indian crew, I love you. My Canadian crew, I love you. My family in Taiwan. My wife, Jane Lin – we'll be married thirty years this summer – I love you. My boys, Han and Mason, thank you for your support. Finally, my agent Carin Sage and lawyer[s] Ira Schreck and Joe Dapello – I have to do that, especially for this movie. It's great to have your support. Thank you, Academy. Xie xie. Namaste."
2013,2012,0,0,1,Documentary (Feature),"Oh boy! Thank you so much. Thanks to the Academy. Very, very kind. Thanks to one of the greatest singers ever, Rodriguez. Stephen ""Sugar"" Segerman, Craig Bartholomew, Camilla Skagerström, SVT, SFI. All my friends and family. And Sony Classics, the best distributor on this planet. Thank you. I also want to thank Sony Classics, Tom and Michael. I want to thank John Battsek, Andrew Ruhemann and the team at Passion Pictures, Josh Braun at Submarine. And my dear wife Lara, without whom I wouldn't be able to do any of this. Rodriguez isn't here tonight because he didn't want to take any of the credit himself, and that just about says everything about that man and his story that you'd want to know. Thank you."
2013,2012,0,1,0,Documentary (Short Subject),"Thank you so much for this. We just want to thank, quickly, our amazing producer, Albie Hecht, who went the distance with us. And Susan and Yael and Ryan, and Jeff Consiglio, our incredible editor who's with us on all our, like, artistic exploits."
2013,2012,0,0,0,Documentary (Short Subject),"And most of all, we want to thank this young lady who was homeless just a year ago. And now she's standing in front of all of you. And she's an artist and all of you are artists, and we feel like we need to start supporting the arts. They're dying in our communities. And all of us artists, we need to stand up and help girls like her be seen and heard. It's so important. Thank you."
2013,2012,0,0,0,Film Editing,"Thank you, guys. Thank you all so much. Thank you, members of the Academy, for honoring ""Argo"" with this award. I really, really appreciate it. I want to thank my great crew: Brett, Joe and Paula. I want to thank Warner Bros. And I want to thank our great producers, George Clooney and Grant Heslov. And Chris Terrio, for writing an editor's dream for a screenplay. And Ben, I share this with you. You're my brother, I love you. And thank you for this. My wife Allison and my great children, Nathan and Erin, thank you so much. You made this all possible. Thanks, everybody. Thank you. Good night."
2013,2012,0,0,0,Foreign Language Film,"Thank you very much for this honor. I have to thank Michael Barker, Tom Bernard from Sony Classics, thank you very much. Thank you to my producers. They are here, all: Margaret Menegoz, Michael Katz, Veit Heiduschka, Stefan Arndt. Thank you to my great crew. Thank you to my wife, she was member of the crew. She's supporting me since thirty years. You are the center of my life. And thank you, above all, to my both main actors, Emmanuelle Riva et Jean-Louis Trintignant, because without them I will not stay here. Thank you."
2013,2012,0,1,0,Makeup,"Whoa. Thank you so much, the Academy. I don't know, it's quite overwhelming. I must pay a huge tribute to the team who worked so incredibly hard and were so talented, and I feel that I only own a little bit of this and the rest goes to them. Thank you very much. Thank you very much. It's an incredible honor. Thank you so much. And I just want to give love to my family: my mum, my dad, Tom, Holly and Dave. Thank you."
